:START_ID,:END_ID,:TYPE
建議進行升版,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
問題追蹤,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
狀態描述 (Description): splunk_銀行處12月月維護,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
現行版本近期被掃出弱點，建議進行升版,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
This is a maintenance record for F客戶.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
Handling engineer A人員 processed the event during this time: 2025/12/26 15:00 to 2025/12/26 16:00.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The description of splunk_銀行處12月月維護 is given as the status.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
It is recommended to update the current version 9.3.3/2025.02.26 for version 10.0.2/2025.11.14.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
version 9.3.3,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
version 10.0.2,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
B客戶,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
工程師,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
C人員,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
C部門,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
Splunk,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
Maintainer帳號權限,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
DEP02,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
服務確認,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A同事,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
IT部門,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B同事,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
API的IP申請單,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
SH KVstore引擎異常測試,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
測試環境,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
LDAP驗證設定,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The maintenance record is about B client.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
There is a description of Splunk weekly onsite action.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The processing engineers are A personnel and C personnel.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The processing time is from 2026/01/07 13:30 to 2026/01/07 17:30.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A personnel and C personnel are the processing engineers.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The Splunk weekly onsite action is described as 'Maintainer account permission confirmation'.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A personnel confirms that the role capability meets daily work requirements.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The Splunk weekly onsite action is described as 'DEP02 service verification post-transfer'.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
It is confirmed that the service is correct and the system functions normally after re-running the health check.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The Splunk weekly onsite action is described as 'PA report sending anomaly inspection'.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A personnel asks IT department to confirm if exchange received the Splunk report.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
The PA report sending anomaly inspection was completed.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
FISAC data storage is in progress.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B personnel applies for an IP usage API to FISAC.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
SH KVstore engine abnormal test is in progress.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
It is tested in a personal testing environment regarding the SH KVstore status..,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
LDAP setting is completed for Splunk LDAP authentication setup.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
There are several pending tasks.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A department confirmed the role capability of Maintainer account.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
Maintainer,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A department confirmed the service of DEP02 after transfer.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部員,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A department checked the abnormal report sending of PA and confirmed that Splunk sent the report to cim_modactions index,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
PA,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
cim_modactions,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B department submitted an IP application form for API usage to FISAC.,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
FISAC,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
API,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部門,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B人員,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
C客戶,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
Splunk駐點服務202601,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟用量異常處理,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer 資料暴增,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log 持續累積,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
/var/log/messages-20251214,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer 處理,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
rsyslog 轉送設定,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
clean.sh 資料留存區間,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log 處理,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit 資料,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
messages 暴增處理,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
/etc/cron.d/logrotate-syslog,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
處理工程師為 B人員.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
狀態描述 (Description): Splunk駐點服務202601第一周(2026/1/5) 發生.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟用量達到超過90%.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
開始處理 FWD02磁碟用量異常.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer 資料暴增.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
調整 clean.sh 資料留存區間.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
處理工程師為 B人員,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟用量達到超過90%,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02磁碟,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
目前分析為以下三個原因導致 estreamer 資料暴增,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer 资料,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit.log,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FCB147,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
keep_logs,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
/var/log/messages-20251214 單一檔案達 148GB,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer 處理 移除 rsyslog 轉送設定,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
estreamer,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
rsyslog,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
調整 clean.sh 資料留存區間,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
clean.sh,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
手動刪除 audit 資料,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
audit,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
刪除 148GB 的 messages-20251214 檔案,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
紀錄,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
維護,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
銀行處,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
授權用量擴充,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
建議,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
版本,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
This is a record of maintenance for F client.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The engineer A handled the case.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
Engineer A handled the case.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The duration was from 2025/12/26 15:00 to 2025/12/26 16:00.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The engineer A handled the case from 15:00 to 16:00 on 2025/12/26.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The current version is 9.3.3 released on 2025.02.26.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
It was recently scanned for vulnerabilities.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
The current version is vulnerable to recent scans.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
It is recommended to update to the newest version 10.0.2 released on 2025.11.14,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
工程師 A人員 handled the case from 2025/12/26 15:00 to 2025/12/26 16:00.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
It is recommended to increase the authorized volume by 375 GB with an average usage of 1276GB.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
It is recommended to update the current version 9.3.3/2025.02.26 to the latest version 10.0.2/2025.11.14 due to security vulnerabilities.,ea41dd825a348d42cac947448c5e12d19f0b7cc221562512a73e25b2e0c03d7e,Source
A部分,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
DEP02移轉後服務,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
PA報表寄送異常,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
exchange是否有收到splunk報告,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
LDAP設定,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
狀態描述 (Description): Splunk每週onsite 處置動作,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
"處理工程師為 A人員,C人員 進行時間為 2026/01/07 13:30 至 2026/01/07 17:30",97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
這是一筆關於 B客戶 的維護紀錄,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
已確認角色能力可符合日常工作使用,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門 1.Maintainer帳號權限確認 已確認角色能力可符合日常工作使用,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
已確認服務正確，並再次執行健康檢查確认系統功能正常,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門 2.DEP02移轉後服務確認 已確認服務正確，並再次執行健康檢查確认系統功能正常,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
已請A同事向IT部門確認exchange是否有收到splunk報告,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門 3.PA報表寄送異常檢查 已確認splunk有寄出報告並記錄於cim_modactions索引中，目前以請A同事向IT部門確認exchange是否有收到splunk報告,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
已請B同事 向FISAC提交需使用API的IP申請單,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部門 1.FISAC資料收容-進行中 目前已請B同事 向FISAC提交需使用API的IP申請單,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
正在個人的測試環境測試SH 的KVstore狀態中,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
已完成splunk LDAP驗證設定,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部門 3.LDAP設定 已完成splunk LDAP驗證設定,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門進行了Maintainer帳號權限確認。,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
A部門進行了PA報表寄送異常檢查並請IT部門確認exchange是否有收到splunk報告。,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
B部門正在測試SH KVstore引擎異常狀況。,97b76a2fd5faa59b6e3b3c7b21dc77960de1d8b001ea311ddf22cbaee9a796c1,Source
FWD02磁碟用量異常,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
資料,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
keep_logs 設定,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
148GB,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
狀態描述.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
本周工作項目如下: 1.FWD02磁碟用量異常處理.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
This is a maintenance record of the client C.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
C,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
The engineer B handled it from 2026/01/05 13:30 to 2026/01/05 17:30,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
B,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
It was found that the disk usage of FWD02 reached over 90%.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
FWD02,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
"The cause of this is estreamer data increase, continuous accumulation of audit.log (FCB147's keep_logs setting causing no deletion) and /var/log/messages-20251214 file.",093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
"The current processing method involves estreamer handling, removing rsyslog forwarding settings (reducing data inflow), and adjusting clean.sh data retention interval.",093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
Audit.log is processed via manual deletion of audit data (releasing space).,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
The messages file has been deleted and logrotate schedule monitoring has been set up.,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
messages,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
The to-do item is Cybereyes API interface (in progress).,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
Cybereyes API,093f1a94dab23b2eaecc75d09c3a05b9b1fbdd41beaeb990c1f789c472917052,Source
Splunk駐點服務,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
GeoDB,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
HTTPS大量傳輸告警,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
m365網址,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
每日HTTP資料傳輸統計報表(m365),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
CPU及磁碟用量,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FCB腳本,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
estreamer資料量,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
日誌轉發設定,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
處理工程師為 B人員進行時間為 2025/12/30 13:30 至 2025/12/30 17:30,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
狀態描述 Splunk駐點服務202512第五周(2025/12/30) 處置動作 本周工作項目如下,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
狀態描述 Splunk駐點服務202512第五週(2025/12/30) 處置動作 本周工作項目如下,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
狀態描述 (Description): Splunk駐點服務202512第五周(2025/12/30),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
本周工作項目如下: 更新GeoDB,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
<HTTPS大量傳輸告警>調整 排除m365網址，並新建立報表 <每日HTTP資料傳輸統計報表(m365): daily report>,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FWD02 CPU及磁碟用量異常,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FWD02 CPU及磁碟用量異常 今日發現自12/9左右開始FWD02的CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
推測原因為12/9執行FCB腳本時加入了大量稽核規則，且會將稽核日誌轉發到 /var/log/secure,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
目前已關閉日誌轉發設定，並將estreamer 資料清理排程調整為僅留存6小時資料 (原為12小時),5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
待辦事項: 1. SSH Server 漏洞修補,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
C客戶 has a maintenance record.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
B人員 is the processing engineer.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk駐點服務202512第五周(2025/12/30) is the status description.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk駐點服務202512,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
第五周,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
"The work items for this week include updating GeoDB, adjusting <HTTPS大量傳輸告警>, and FWD02 CPU and disk usage anomalies.",5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
<HTTPS大量傳輸告警>,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
The report <每日HTTP資料傳輸統計報表(m365): daily report> is created and the m365 transmission record is sent separately.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
<每日HTTP資料傳輸統計報表(m365)>,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
FWD02's CPU usage has been increasing since 12/9.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
CPU,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
"The disk usage of FWD02 reached 90%, with estreamer data occupying approximately 109G.",5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
磁碟,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
estreamer's data retention schedule has been adjusted to retain data for only 6 hours.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
There is a pending task of patching SSH Server vulnerabilities.,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
SSH Server,5f5c77fa21193fb594fdf4c0fd90749e32db698df0c3cb3df0a6caaf325d1225,Source
Splunk駐點服務202512第四周(2025/12/23),bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
CVE-2024-9183,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
版本18.5.2,bf1275a6e98efb349f71433ebd43268b074ce7ad69618f6edd2103acd191f180,Source
