text_id:ID,original_text,:LABEL
3c9571eb93e0b3a3edaab73e5f3e701a4345def5b33d396de2f58a5756c2ca0e,這是一筆關於 E客戶 的維護紀錄。 處理工程師為 C人員 進行時間為 2025/07/29 13:30 至 2025/07/29 17:00。 狀態描述 (Description): Splunk工作事項 - 0729 處置動作 (Action): 作業項目如下： Asset and Identity priority確認 1.Identity新增title(職稱) 2.Identity將帳號狀態加入category欄位 3.未明確定義priotiry 的identity將設為low 4.Assets僅針對H1、H2、H3的設備將priority設為critical，其餘皆設為low 刪除舊版本殘留的ES threat intelligence download設定 DLDK container NOT running 1.已暫先手動重啟 例行月維護 1.將自動化程式放於公用電腦上，成功執行,Text
b076b890ebdd1b045255c635d826e6b0df8c7c00c3c899ec0572ddc550445f2d,這是一筆關於 E客戶 的維護紀錄。 處理工程師為 C人員 進行時間為 2025/07/29 12:00 至 2025/07/29 13:00。 狀態描述 (Description): Splunk 2025 MA 07月定保.DM20250088_(3/12) 處置動作 (Action): 前一份CSR內容誤植，重新撰寫 1.授權用量：建議擴充 -授權量：150 GB -平均授權用量：630 GB 2.伺服器效能：正常 3.系統優化建議：無 4.版本更新：現行版本近期被掃出弱點，建議進行升版 -當前版本：9.3.3 / 2025.02.26 -最新版本：10.0.0 / 2025.07.28,Text
f0b619c9595898d6aa2f7ef102036556bea7a8021f7d8d88f585e2cfdaea6819,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2026/01/13 13:30 至 2026/01/13 17:30。 狀態描述 (Description): Splunk駐點服務202601第二周(2026/1/13) 處置動作 (Action): 本周工作項目如下: 1. 更新GeoDB 2. Cybereyes API 串接 已完成 cybereyes api 串接，並確認新資料進到 splunk 目前已建立以下兩個新資料測試版本告警，若後續經觀察及比對確認資料無誤再全面改成由新資料觸發 cybereyes 告警 大量網站攻擊嘗試且觸發Cybereyes告警_new (測試中) Cybereyes高(high)風險告警_new (測試中) 3. FWD03 底層資料收容 由於FCB設定資料永久保存占用磁碟空間，目前已將資料收進splunk，下周確認資料內容後再討論後續處理方式 待辦事項: 1. SSH Server 漏洞修補 2. Gitlab漏洞修補,Text
145b7779a69551cf9d455bf5df33dc8c34702b0d94a3c831cafd6dcf8975004a,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/12/15 13:30 至 2025/12/15 17:30。 狀態描述 (Description): Splunk駐點服務202512第三周(2025/12/15) 處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.主機異常處理 MG02磁碟用量超過90% -> 刪除過去備份及安裝檔，已降至85% FWD03備份異常 -> 原因為FCB設定導致備份目的路徑權限限縮，導致無法備份，已復原權限並手動執行備份 3.Cyble ASM IP白名單更新 4.Splunk帳號更動 由於人員變更，經確認後已刪除Ryan之Splunk帳號 5.Arcsight和Splunk 歷史案件調閱 待辦事項: 1. GitLab 漏洞修補,Text
b85f4730a8a34abe4726bcaad85175bc42b74957a2a9c0131995f8d34ba1a365,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/12/02 13:30 至 2025/12/02 17:30。 狀態描述 (Description): Splunk駐點服務202512第一周(2025/12/2) 處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.2025下半年度告警盤點 3.AI網站服務紀錄調閱報表建置 <Gen AI 連線紀錄(每日): monthly report> <Gen AI 連線紀錄(整月): monthly report> 設定於每月1日凌晨2:00執行 待辦事項: 1. FCB設定調整,Text
e755b6e4b665a358cf84c2f983363c3d9931fc76e358234224b67b3fe9e5514a,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/11/25 13:30 至 2025/11/25 17:30。 狀態描述 (Description): Splunk駐點服務202511第四周(2025/11/25) 處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.Gitlab版本升及18.1.6 -> 18.5.2 為修補漏洞CVE-2025-11224已將Gitlab升級至建議版本 3.AI網站服務紀錄調閱儀表板建置 為方便後續定期調閱AI網站連線紀錄，已建置調閱儀表板 4.<DNS_TUNNELING_單一來源查詢不同網域數量與DNS查詢次數超標>告警調整 查詢不同網域數量閥值由200改為300 統計區間由三分鐘改為五分鐘內 待辦事項: 1. 告警盤點 2. FCB設定,Text
788880f959480b3ed479fc193da03ee8c5856e116ea693b7e018c075683f14fc,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/11/17 13:30 至 2025/11/17 17:30。 狀態描述 (Description): Splunk駐點服務202511第三周(2025/11/17) 處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.AI網站服務紀錄調閱 (202508-202510) 3.2025弱點掃描報告資訊整理 4.eStreamer 資料異常處理 發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk 5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段 待辦事項: 1. 告警盤點,Text
ae724bd0c2f03195355077ed3f9de8af7e04b244adc074f5953109ceaf11b445,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:30。 狀態描述 (Description): Splunk駐點服務202511第二周(2025/11/11) 處置動作 (Action): 本周工作項目如下: 1.VMware Tools 漏洞修補 為修補漏洞CVE-2025-41244、CVE-2025-41246，以按照提供之SOP更新至12.3.5版本 2.報告及告警寄件人更新 3.KPMG滲透測試IP白名單 已將IP加入白名單，但提供的清單中有很多為網段，需要修改規則才能比對，目前正在修改中 待辦事項: 1. 告警盤點 (預計下周開始),Text
eaf33bc134a730e00bdd67d2c050f5b8a394e75213912fa4cab95d419ad08e69,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/11/04 13:30 至 2025/11/04 17:30。 狀態描述 (Description): Splunk駐點服務202511第一周(2025/11/4) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.Heavy Forwarder磁碟用量調查 發現昨日(11/3)該台主機磁碟用量暴增，同時發現該台主機KV store憑證過期，今日已更新憑證，目前KV store狀態及磁碟用量皆為正常 3.報告及告警寄件人更新 已將原寄給Ryan之報告及告警改為Calvin，並新增Splunk登入帳號，未來包含ES結案等通知皆改由Calvin做審核與結案 待辦事項: 1. 告警盤點 2. VMware Tools 漏洞修補,Text
339eada25b1f5bba3e8b8425ec2153b5c85d5dbdfc7b256ec32c6ee53a302746,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/10/27 13:30 至 2025/10/27 17:30。 狀態描述 (Description): Splunk駐點服務202510第五周(2025/10/27) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.完成本月維護作業 3.一年以上情資比對VirusTotal (進行中) 目前有看到AbuseIPDB可檢測情資並直接串接splunk 於Search Head測試可使用後即可建立排程 待辦事項: 1. 告警盤點 2. VMware Tools 漏洞修補,Text
1e7cbad0f884743c2c60654f217f11743f45aaf0f74837749dbcdaaa99a7bae0,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/10/20 11:00 至 2025/10/20 16:00。 狀態描述 (Description): Splunk駐點服務202510第四周(2025/10/20) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<刪除資料庫中IOC> 頁面復原 3.<HTTP對外大量傳輸資料報表>調整 於報表新增需監控之url 4.一年以上情資比對VirusTotal (進行中) 已取得需比對之情資清單 後續會確認是否有其他類似VT之檢測工具以多方檢測 待辦事項: 1. 告警盤點,Text
69c1c13049807584fafdaa5d0703ffbd609d8e981869fc31e52e39dc3b12edf2,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/10/13 13:30 至 2025/10/13 17:30。 狀態描述 (Description): Splunk駐點服務202510第三周(2025/10/13) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.<SAP重要TCode執行紀錄>告警語法調整 原語法中的user經比對僅得到系統管理員，並非實際user，因此調整語法，透過比對cyberark log取得實際user後再寄出信件 3.<F5VPN特定使用者連線的紀錄(ssp)>調整 根據需求將”數位科技中心”之紀錄獨立出來，拆分為以下兩個報告 <F5VPN特定使用者連線的紀錄(ssp) 不含數位科技中心> <F5VPN特定使用者連線的紀錄(ssp) 僅數位科技中心> 待辦事項: 1. 告警盤點 2. 一年以上情資比對VirusTotal,Text
2818aebe486a8e0870a7c83a07e1f0dbca7e3d9fe80c4e5743ca0e586d77b148,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/10/07 13:30 至 2025/10/07 17:30。 狀態描述 (Description): Splunk駐點服務202510第二周(2025/10/07) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.自動化封鎖清單異動儀表板建置 (進行中) 3.情資白名單新增 Cyble ASM IP 待辦事項: 1. 告警盤點,Text
db831e68511defa0690868c59d76cb7fa5a22dcf19a32339c3e05c428f348395,"這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2025/10/01 13:30 至 2025/10/01 17:30。 狀態描述 (Description): Splunk駐點服務202510第一周(2025/10/01) 處置動作 (Action): 本周工作項目如下: 1.更新geodb 2.建立告警<PWLAN觸發IPS高風險告警> 將 src=""172.*"" 的事件從原先<IPS高風險告警>中獨立出來 3.自動化封鎖清單異動儀表板建置 (進行中) 4.GitLab升版 17.10.8 → 18.1.6 原先版本受到漏洞CVE-2025-6454、CVE-2025-2256影響，故進行升版",Text
5686190f1ae6a97b7889d2b2a12ba3bef8d679f180768d760b4fa09e002aa8e4,這是一筆關於 C客戶 的維護紀錄。 處理工程師為 B人員 進行時間為 2026/01/19 13:30 至 2026/01/19 17:30。 狀態描述 (Description): Splunk駐點服務202601第三周(2026/1/19) 處置動作 (Action): 本周工作項目如下: 1.更新GeoDB 2.Gitlab漏洞修補 18.5.4 -> 18.5.5 為修補漏洞已將Gitlab升級至建議版本 3.<F5VPN特定使用者連線的紀錄(sas)> 停用報表 4.FWD03 底層資料收容 filter 設定 已排除大量SERVICE_START 及 SERVICE_STOP 資料 目前觀察每日約產生200個檔案，故暫設定保留一天內的log 5.<HTTP對外大量傳輸資料報表>調整 於<HTTPS大量資料傳輸告警> 排除特定URL改由報表寄送 待辦事項: 1. SSH Server 漏洞修補,Text
a88271ba7c6d838e05e29394b2c0729253d439e862b47821f4ad4b2a6c24db50,"這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00。 狀態描述 (Description): Splunk每週onsite 處置動作 (Action): 本日駐點工作內容如下： A部門 1.Splunk整體架構IP調整-完成 已設定完成所有主機的新IP 2.Splunk套件升級-完成 已部屬新套件至各SH上。 3.NTP服務檢查-完成 已檢查各台主機的 NTP服務已啟用。 4.KVstore 憑證效期檢查 已將過期憑證移除並重新產生新憑證(有效期至2028/11)，確認kvstore 狀態為正常。 5.SPLUNK月報寄送 已將SPLUNK2024/09~2025/08的維護報告寄給Hank B部門 1.FIsac情資撈取 已設定完成，正在等待防火牆開通。 2.新增indexer 新增indexer至IDX cluster節點，目前將觀察index同步狀態。 代辦事項： Centos作業系統升級(評估中) Splunk 10月維護報告 檢查B部門indexer索引同步狀態 檢查各台主機KV store 憑證效期(B部門)",Text
01dbdee2a6065f8d71d81b5472d4598f39585db6ec544c4ef22d7166ae0730d8,這是一筆關於 I客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/07 13:50 至 2025/11/07 17:30。 狀態描述 (Description): Splunk_11月維護 處置動作 (Action): 1.授權用量：建議擴充 -授權量：20GB -平均授權用量：133.26GB 2.伺服器效能：正常 3.系統優化建議：無 4.版本更新：建議先擴充授權使用量，再進行版本升級 -當前版本：8.0.6 / 2024.10.22 -最新版本：10.0.1 / 2025.09.25 建議先擴充授權使用量，再進行版本升級 5.問題追蹤：無 6.補充： 作業系統版本：Red Hat 9.4 EOS date:2027/5/31 作業系統弱點：CVE-2023-3567、CVE-2023-4133、CVE-2023-6932、CVE-2023-39198、CVE-2023-51043、CVE-2023-51779、CVE-2023- 5178,Text
2fd703ff5cbb3379225658454f0ec2c9dd5882d5aa9f977938e2433f70058be7,"這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員,C人員 進行時間為 2025/11/12 13:30 至 2025/11/12 17:40。 狀態描述 (Description): Splunk每週onsite 處置動作 (Action): 本日駐點工作內容如下： A部門 1.PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理。 B部門 1.新增indexer –完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態。 代辦事項： Centos作業系統升級(評估中) 檢查B部門indexer索引同步狀態 FIsac資料收容 檢查各台主機KV store 憑證效期(B部門) (A部門)DEP02連動主機檢查 本日駐點工作內容如下： A部門 1.PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。 PA 每月Block Category報表在重新執行排程時會出現error，將於下周到場繼續處理。 B部門 1.新增indexer –完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態。 代辦事項： Centos作業系統升級(評估中) 檢查B部門indexer索引同步狀態 FIsac資料收容 檢查各台主機KV store 憑證效期(B部門) (A部門)DEP02連動主機檢查",Text
88e593296c7d6af4980479c99230d9ba73b6801d0bffe7c97f65ddeecd0c8448,這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/06 10:00 至 2025/11/06 11:00。 狀態描述 (Description): Splunk_10月維護 處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：635.27GB 2.伺服器效能：正常 3.系統優化建議：無 4.版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.1/2025.09.25 因目前版本並未有重大弱點，也未受相關BUG，故建議暫不升版,Text
0cee00e5686c921a81039d5cf532885d151c0db912d27c62a3dc06c8d21a9bab,這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/06 11:00 至 2025/11/06 12:00。 狀態描述 (Description): splunk_B客戶B部門10月月維護 處置動作 (Action): 1.授權用量：建議擴充 -授權量：285GB -平均授權用量：239.38GB 2.伺服器效能：IDX01、IDX02、IDX03空間使用量已達90% 建議：若空間使用量持續增長，將搬移frozen 3.系統優化建議：無 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.1/2025.09.25 現行版本近期被掃出弱點，建議進行升版,Text
f7122fd95df059c137d1a5dc481efa199138f103ed856b04bbbe2fb7426dd8d6,"這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員,C人員 進行時間為 2025/11/18 13:30 至 2025/11/18 17:30。 狀態描述 (Description): Splunk每週onsite 處置動作 (Action): 本日駐點工作內容如下： A部門 1.PA報表寄信異常-完成 已設定PA 每月Block Category報表新的寄送套件，將於下個月1號確認該報表寄送郵件情況。 B部門 1.檢查各台主機KV store 憑證效期 已更新全部主機之KV store 憑證(效期至：2028/11)。 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。 3.Splunk bundle儲存量過大 加入設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包。 4.Indexer 索引同步狀態 確認index同步狀態為正常。 代辦事項： Centos作業系統升級(評估中) (A部門)DEP02連動主機檢查",Text
60a398b6e55c2e4e0413ea837546e0cb65c75a462a767405872691733ee3747f,這是一筆關於 I客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/19 13:30 至 2025/11/19 14:30。 狀態描述 (Description): 設備接收狀態檢查 處置動作 (Action): 今日工作項目如下： 1.asa事件接收異常 問題：新增UDP接收來自172.20.137.45的asa事件，於搜尋頁面上卻查詢不到該IP事件 解決辦法：於indexer cluster上新增索引後部署至底下indexer，再次於SH上執行搜尋即可查詢事件 2.checkpoint相關告警查看 確認所有checkpoint告警使用情況。,Text
0ba60444f0d22244e58144c8fd6bdd9ce2bc3d4a2fa2b3ac4d14285eff8432e7,"這是一筆關於 I客戶 的維護紀錄。 處理工程師為 A人員,C人員 進行時間為 2025/11/21 09:30 至 2025/11/21 17:00。 狀態描述 (Description): 防火牆事件匯入時間異常 處置動作 (Action): 今日到場作業如下： 1.PA TRAFFIC事件sourcetype更換 將sourcetype更改為pan:log，並套用設定使splunk判斷事件類型，事件規則如下： 如果PA事件類型為traffic，則套用立嘉的欄位擷取設定 如果PA事件類型為threat或system，則使用預設設定。 2.PA事件時間誤差： 目前做法為刪除判定事件時間為當下時間的設定，並加上事件時間只抓取事件前32個位元的範圍。",Text
3a8ebc02894105c6e0becdac2eb30127e8c06f123af0ab941416781eb5fe18bb,這是一筆關於 G客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/03 10:00 至 2025/11/03 12:00。 狀態描述 (Description): Splunk_10月維護 處置動作 (Action): 本月維護重點如下： 1.授權使用量 - 購買量:2GB - 平均使用量:0.35GB - 使用率為17.5%，達100%次數為1，屬正常範圍 2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:42.91%，屬正常 3. 系統優化建議 - 皆正常，無需調整 4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.1 (2025.09.25) - 因現行版本未有弱點釋出，故不升級。 5. 問題追蹤 - 無,Text
726947f06c6e97b1cab44b41b0de4c6cf12028044c6289261a89a22b529f191d,"這是一筆關於 B客戶 的維護紀錄。 處理工程師為 A人員,C人員 進行時間為 2025/11/26 13:30 至 2025/11/26 17:30。 狀態描述 (Description): Splunk每週onsite 處置動作 (Action): 本日駐點工作內容如下： A部門 1.DEP02連動主機檢查-完成 問題：DEP02主機排程為晚上11點執行KGIBIDX04與CDIBHMGT02的遠端設定檔備份腳本 解決辦法：刪除KGIBIDX04(主機已下線)備份排程與修改CDIBHMGT02的IP為172.18.44.31 2.設定檔備份腳本異常-完成 已修改各台主機中CDIBHMGT02的IP為172.18.44.31，並再次執行備份腳本確認排程腳本正常。 B部門 1.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。 代辦事項： Centos作業系統升級(評估中)",Text
32ca8473c821c3344517d120424354b4bfa6f55e87a25e1fc0d0c83f2e37d275,這是一筆關於 F客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/24 10:30 至 2025/11/24 12:00。 狀態描述 (Description): splunk_信用卡處11月月維護 處置動作 (Action): 1.授權用量：建議擴充 -授權量：100GB -平均授權用量：132GB 2.伺服器效能：正常 3.系統優化建議：根據說明定期檢查 問題：有101台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版,Text
283b841b5a96d76b40fc609524572b09bf473b1054e454175a2b6422c48dc55b,這是一筆關於 F客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/24 10:30 至 2025/11/24 11:00。 狀態描述 (Description): splunk_信用卡處11月月維護 處置動作 (Action): 1.授權用量：建議擴充 -授權量：100GB -平均授權用量：132GB 2.伺服器效能：正常 3.系統優化建議：根據說明定期檢查 問題：有101台UF已超過15分鐘未與indexer連線 建議：已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。 4.版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版,Text
4078ce9276cead02b3976575c4ff8a6bb5c90918e8121877aa17aa011055a52a,這是一筆關於 F客戶 的維護紀錄。 處理工程師為 A人員 進行時間為 2025/11/24 11:30 至 2025/11/24 12:00。 狀態描述 (Description): splunk_銀行處11月月維護 處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1398GB 2.伺服器效能 : 無 3.系統優化建議 : 無 4.版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14 現行版本近期被掃出弱點，建議進行升版 5.問題追蹤：無,Text
